!EXCLAMATION-POINT	ĔKS-klŭ-ˈMĀ-shŭn-POYNT
"CLOSE-QUOTE	ˈKLŌZ-ˈKWŌT
"DOUBLE-QUOTE	ˈDŬ-bŭl-ˈKWŌT
LAWS	ˈLŎZ
LAWSHE	ˈLŎSH
LAWSON	ˈLŎ-sŭn
LAWSON'S	ˈLŎ-sŭnz
LAWSUIT	ˈLŎ-SO͞OT
LAWSUIT'S	ˈLŎ-SO͞OTS
LAWSUITS	ˈLŎ-SO͞OTS
LAWTER	ˈLŎ-tur
LAWTHER	ˈLŎ-𝘵𝘩ur
LAWTON	ˈLŎ-tŭn
LAWVER	ˈLŎ-vur
LAWYER	ˈLŎ-yur
LAWYER(1)	ˈLOY-ur
LAWYER'S	ˈLŎ-yurz
LAWYERED	ˈLŎ-yurd
LAWYERING	ˈLŎ-yur-ĭng
LAWYERLY	ˈLŎ-yur-lē
LAWYERS	ˈLŎ-yurz
LAWYERS(1)	ˈLOY-urz
LAWYERS'	ˈLŎ-yurz
LAX	ˈLĂKS
LAXALT	ˈLĂK-sŏlt
LAXATIVE	ˈLĂK-sŭ-tĭv
LAXATIVES	ˈLĂK-sŭ-tĭvz
LAXEY	ˈLĂK-sē
LAXITY	ˈLĂK-sŭ-tē
LAXSON	ˈLĂK-sŭn
LAXTON	ˈLĂK-stŭn
LAY	ˈLĀ
LAY'S	ˈLĀZ
LAY-UP	ˈLĀ-ˈŬP
LAYAH	ˈLĀ-ŭ
LAYAWAY	ˈLĀ-ŭ-WĀ
LAYBORNE	ˈLĀ-BŎRN
LAYBORNE'S	ˈLĀ-BŎRNZ
LAYCOCK	ˈLĀ-KŎK
LAYDEN	ˈLĀ-dŭn
LAYE	ˈLĀ
LAYER	ˈLĀ-ur
LAYERED	ˈLĀ-urd
LAYERING	ˈLĀ-ur-ĭng
LAYERS	ˈLĀ-urz
LAYFIELD	ˈLĀ-FĒLD
LAYHEE	ˈLĀ-hē
LAYING	ˈLĀ-ĭng
LAYLA	ˈLĀ-lŏ
LAYLAND	ˈLĀ-lŭnd
LAYMAN	ˈLĀ-mŭn
LAYMAN'S	ˈLĀ-mŭnz
LAYMEN	ˈLĀ-mŭn
LAYMON	ˈLĀ-mŭn
LAYNE	ˈLĀN
LAYOFF	ˈLĀ-ŎF
LAYOFFS	ˈLĀ-ŎFS
LAYOUT	ˈLĀ-OWT
LAYOUTS	ˈLĀ-OWTS
LAYOVER	ˈLĀ-Ō-vur
LAYOVERS	ˈLĀ-Ō-vurz
LAYPEOPLE	lā-ˈPĒ-pŭl
LAYPERSON	lā-ˈPUR-sĭn
LAYS	ˈLĀZ
LAYSON	ˈLĀ-zŭn
LAYTHAN	ˈLĀ-thŭn
LAYTON	ˈLĀ-tŭn
LAZAR	ˈLĀ-zur
LAZARD	lŭ-ˈZŎRD
LAZARE	lŏ-ˈZŎ-rā
LAZARO	lŭ-ˈZŎ-rō
LAZAROFF	ˈLĂ-zŭ-RŎF
LAZARSKI	lŭ-ˈZŎR-skē
LAZARUS	ˈLĂ-zur-ŭs
LAZARZ	ˈLŎ-zŏrz
LAZCANO	lŏz-ˈKŎ-nō
LAZEAR	lŭ-ˈZĬR
LAZENBY	ˈLĂ-zĭn-bē
LAZER	ˈLĀ-zur
LAZERE	lŭ-ˈZĀR
LAZIER	ˈLĀ-zē-ur
LAZIEST	ˈLĀ-zē-ŭst
LAZILY	ˈLĂ-zŭ-lē
LAZINESS	ˈLĀ-zē-nŭs
LAZO	ˈLŎ-zō
LAZOR	lŏ-ˈZŎR
LAZULI	lŭ-ˈZO͞O-lē
LAZULITE	ˈLĂ-zŭ-LĪT
LAZUR	ˈLĂ-zur
LAZY	ˈLĀ-zē
LAZZARA	lŏt-ˈSŎ-rŭ
LAZZARI	lŏt-ˈSŎ-rē
LAZZARINI	lŏt-sŏ-ˈRĒ-nē
LAZZARO	lŏt-ˈSŎ-rō
LAZZELL	ˈLĂ-zŭl
LA_CARRE	ˈLŎ-KŎ-ˈRĀ
LA_CROSSE	lŭ-ˈKRŎS
LA_GUARDIA	lŭg-ˈWŎR-dē-ŭ
LA_NINA	lŭ-ˈNĒN-yŭ
LA_PAZ	ˈLŬ-pŏz
LA_QUINTA	lŭ-ˈKWĬN-tŭ
LB	ˈPOWND
LBS	ˈPOWNDZ
LCB	Ĕ-SĒ-ˈBĒ
LCS	ˈĔL-ˈSĒ-ˈĔS
LE	lŭ
LEA	ˈLĒ
LEABO	ˈLĒ-bō
LEACH	ˈLĒCH
LEACH'S	ˈLĒ-chĭz
LEACHED	ˈLĒCHT
LEACHES	ˈLĒ-chĭz
LEACHING	ˈLĒ-chĭng
LEACHMAN	ˈLĒCH-mŭn
LEACHMAN'S	ˈLĒCH-mŭnz
LEACOCK	ˈLĒ-KŎK
LEAD	ˈLĔD
LEAD(1)	ˈLĒD
LEADBELLY	ˈLĔD-bĕ-lē
LEADBETTER	ˈLĒD-bĭ-tur
LEADBETTER(1)	ˈLĔD-bĭ-tur
LEADED	ˈLĔ-dĭd
LEADEN	ˈLĔ-dŭn
LEADER	ˈLĒ-dur
LEADER'S	ˈLĒ-durz
LEADERLESS	ˈLĒ-dur-lŭs
LEADERS	ˈLĒ-durz
LEADERS'	ˈLĒ-durz
LEADERSHIP	ˈLĒ-dur-SHĬP
LEADERSHIP'S	ˈLĒ-dur-SHĬPS
LEADERSHIPS	ˈLĒ-dur-SHĬPS
LEADING	ˈLĒ-dĭng
LEADINGHAM	ˈLĒ-dĭng-HĂM
LEADOFF	ˈLĒ-DŎF
LEADS	ˈLĒDZ
LEADVILLE	ˈLĔD-VĬL
LEADWORK	ˈLĔD-WURK
LEAF	ˈLĒF
LEAFED	ˈLĒFT
LEAFHOPPER	ˈLĒF-HŎ-pur
LEAFHOPPERS	ˈLĒF-HŎ-purz
LEAFING	ˈLĒ-fĭng
LEAFLESS	ˈLĒ-flŭs
LEAFLET	ˈLĒ-flŭt
LEAFLETS	ˈLĒ-flŭts
LEAFLIKE	ˈLĒ-FLĪK
LEAFS	ˈLĒFS
LEAFY	ˈLĒ-fē
LEAGUE	ˈLĒG
LEAGUE'S	ˈLĒGZ
LEAGUER	ˈLĒ-gur
LEAGUERS	ˈLĒ-gurz
LEAGUES	ˈLĒGZ
LEAGUES'	ˈLĒGZ
LEAH	ˈLĒ-ŭ
LEAHEY	ˈLĀ-hē
LEAHY	ˈLĀ-hē
LEAK	ˈLĒK
LEAKAGE	ˈLĒ-kŭj
LEAKAGE(1)	ˈLĒ-kĭj
LEAKE	ˈLĒK
LEAKED	ˈLĒKT
LEAKER	ˈLĒ-kur
LEAKERS	ˈLĒ-kurz
LEAKEY	ˈLĒ-kē
LEAKING	ˈLĒ-kĭng
LEAKS	ˈLĒKS
LEAKY	ˈLĒ-kē
LEAL	ˈLĒL
LEALA	ˈLĒ-lŭ
LEALAN	ˈLĒ-lŭn
LEALIA	ˈLĒ-lē-ŭ
LEALIE	ˈLĒ-lē
LEAMAN	ˈLĒ-mŭn
LEAMER	ˈLĒ-mur
LEAMING	ˈLĒ-mĭng
LEAMON	ˈLĒ-mŭn
LEAMY	ˈLĒ-mē
LEAN	ˈLĒN
LEANA	ˈLĒ-nŭ
LEANDER	lē-ˈĂN-dur
LEANDRO	lē-ˈŎN-drō
LEANED	ˈLĒND
LEANER	ˈLĒ-nur
LEANERS	ˈLĒ-nurz
LEANEST	ˈLĒ-nŭst
LEANING	ˈLĒ-nĭng
LEANINGS	ˈLĒ-nĭngz
LEANN	lē-ˈĂN
LEANS	ˈLĒNZ
LEANT	ˈLĒ-ŭnt
LEANZA	lē-ˈĂN-zŭ
LEAP	ˈLĒP
LEAPED	ˈLĔPT
LEAPED(1)	ˈLĒPT
LEAPFROG	ˈLĒP-FRŎG
LEAPFROGGED	ˈLĒP-FRŎGD
LEAPFROGGING	ˈLĒP-FRŎ-gĭng
LEAPHART	ˈLĒP-HŎRT
LEAPING	ˈLĒ-pĭng
LEAPLEY	ˈLĒ-plē
LEAPS	ˈLĒPS
LEAPT	ˈLĔPT
LEAPT(1)	ˈLĒPT
LEAR	ˈLĬR
LEAR'S	ˈLĒRZ
LEARD	ˈLURD
LEARJET	ˈLĬR-JĔT
LEARN	ˈLURN
LEARNED	ˈLURND
LEARNED(1)	ˈLUR-nĭd
LEARNER	ˈLUR-nur
LEARNERS	ˈLUR-nurz
LEARNING	ˈLUR-nĭng
LEARNS	ˈLURNZ
LEARNT	ˈLURNT
LEARONAL	ˈLĒ-rŭ-nŭl
LEARY	ˈLĬ-rē
LEARY'S	ˈLĬ-rēz
LEAS	ˈLĒZ
LEASABLE	ˈLĒ-sŭ-bŭl
LEASCO	ˈLĒ-skō
LEASE	ˈLĒS
LEASE'S	ˈLĒ-sĭz
LEASEBACK	ˈLĒS-BĂK
LEASEBACKS	ˈLĒS-BĂKS
LEASED	ˈLĒST
LEASEHOLD	ˈLĒ-SHŌLD
LEASER	ˈLĒ-sur
LEASES	ˈLĒ-sĭz
LEASEWAY	ˈLĒ-SWĀ
LEASEWAY'S	ˈLĒ-SWĀZ
LEASH	ˈLĒSH
LEASHED	ˈLĒSHT
LEASHES	ˈLĒ-shĭz
LEASING	ˈLĒ-sĭng
LEASING'S	ˈLĒ-sĭngz
LEASK	ˈLĒSK
LEASON	ˈLĒ-sŭn
LEAST	ˈLĒST
LEASURE	ˈLĔ-zhur
LEATH	ˈLĒTH
LEATH'S	ˈLĒTHS
LEATHAM	ˈLĒ-thŭm
LEATHEM	ˈLĔ-thĭm
LEATHER	ˈLĔ-𝘵𝘩ur
LEATHERBACK	ˈLĔ-𝘵𝘩ur-BĂK
LEATHERBACKS	ˈLĔ-𝘵𝘩ur-BĂKS
LEATHERBERRY	ˈLĔ-𝘵𝘩ur-BĔ-rē
LEATHERBURY	ˈLĔ-𝘵𝘩ur-BĔ-rē
LEATHERMAN	ˈLĔ-𝘵𝘩ur-mŭn
LEATHERS	ˈLĔ-𝘵𝘩urz
LEATHERWOOD	ˈLĔ-𝘵𝘩ur-WO͝OD
LEATHERY	ˈLĔ-𝘵𝘩ur-ē
LEATON	ˈLĒ-tŭn
LEATRICE	ˈLĒ-trĭs
LEAVE	ˈLĒV
LEAVELL	ˈLĒ-vŭl
LEAVELLE	lŭ-ˈVĔL
LEAVEN	ˈLĔ-vŭn
LEAVENED	ˈLĔ-vŭnd
LEAVENING	ˈLĔ-vŭ-nĭng
LEAVENS	ˈLĔ-vŭnz
LEAVENWORTH	ˈLĔ-vŭn-WURTH
LEAVER	ˈLĒ-vur
LEAVER'S	ˈLĒ-vurz
LEAVERTON	ˈLĒ-vur-tŭn
LEAVES	ˈLĒVZ
LEAVEY	ˈLĒ-vē
LEAVING	ˈLĒ-vĭng
LEAVINGS	ˈLĒ-vĭngz
LEAVINS	ˈLĒ-vĭnz
LEAVITT	ˈLĔ-vĭt
LEAVY	ˈLĒ-vē
LEAZER	ˈLĒ-zur
LEBANESE	ˈLĔ-bŭ-NĒZ
LEBANON	ˈLĔ-bŭ-nŭn
LEBANON'S	ˈLĔ-bŭ-nŭnz
LEBAR	lĭ-ˈBŎR
LEBARON	lŭ-ˈBĔ-rŭn
LEBARRON	lŭ-ˈBĔ-rŭn
LEBEAU	lĭ-ˈBŌ
LEBECK	ˈLĒ-bĕk
LEBED	ˈLĔ-bĕd
LEBED'S	ˈLĔ-bĕdz
LEBEDA	lā-ˈBĀ-dŭ
LEBEGUE	ˈLĔ-bĭg
LEBEL	ˈLĔ-bŭl
LEBEN	ˈLĔ-bŭn
LEBENTHAL	ˈLĔ-bŭn-THŎL
LEBER	ˈLĒ-bur
LEBERT	ˈLĔ-burt
LEBLANC	lŭ-ˈBLĂNGK
LEBLE	ˈLĔ-bŭl
LEBLEU	ˈLĔ-blo͞o
LEBLOND	lĭ-ˈBLŎND
LEBO	ˈLĀ-bō
LEBOEUF	lŭ-ˈBŬF
LEBOLD	ˈLĔ-bōld
LEBON	ˈLĔ-bŭn
LEBOUEF	lŭ-ˈBŬF
LEBOVITZ	ˈLĔ-bŭ-vĭts
LEBOW	lŭ-ˈBŌ
LEBOW'S	lŭ-ˈBŌZ
LEBOWE	lĭ-ˈBŌ
LEBOWITZ	ˈLĔ-bŭ-wĭts
LEBRECHT	ˈLĔ-brĭkt
LEBRETON	ˈLĔ-brĭ-tŏn
LEBRON	ˈLĔ-brŭn
LEBRUN	ˈLĔ-brŭn
LEBSACK	ˈLĔB-sŭk
LEBUDDE	lŭ-ˈBŬD
LECATES	lĭ-ˈKĀTS
LECCESE	lĕ-ˈCHĀ-zē
LECH	ˈLĔK
LECHER	ˈLĔ-chur
LECHEROUS	ˈLĔ-chur-ŭs
LECHLER	ˈLĔ-klur
LECHMAN	ˈLĔK-mŭn
LECHMERE	ˈLĔK-MĬR
LECHNER	ˈLĔK-nur
LECHTENBERG	ˈLĔK-tŭn-burg
LECHTERS	ˈLĔK-turz
LECHUGA	ˈLĔ-cho͞o-gŭ
LECITHIN	ˈLĔ-sŭ-thŭn
LECITHIN(1)	ˈLĔ-sĭ-thĭn
LECK	ˈLĔK
LECKEY	ˈLĔ-kē
LECKIE	ˈLĔ-kē
LECKRONE	ˈLĔ-krŭn
LECLAIR	ˈLĔ-klur
LECLAIRE	lĭ-ˈKLĔR
LECLERC	lŭ-ˈKLURK
LECLERCQ	ˈLĔ-klurk
LECLERE	ˈLĔ-klur
LECLI	ˈLĔ-klē
LECLI'S	ˈLĔ-klēz
LECOCQ	ˈLĔ-kŭk
LECOMBA	lŭ-ˈKŬM-bŭ
LECOMPTE	ˈLĔ-kŭmpt
LECOMTE	lĭ-ˈKŎMT
LECONTE	lĕ-ˈKŌN-tē
LECOUNT	lĭ-ˈKO͞ONT
LECRONE	lĕ-ˈKRŌ-nē
LECROY	ˈLĔ-kroy
LECTEC	ˈLĔK-TĔK
LECTER	ˈLĔK-tur
LECTERN	ˈLĔK-turn
LECTOR	ˈLĔK-tur
LECTURE	ˈLĔK-chur
LECTURED	ˈLĔK-churd
LECTURER	ˈLĔK-chur-ur
LECTURERS	ˈLĔK-chur-urz
LECTURES	ˈLĔK-churz
LECTURING	ˈLĔK-chur-ĭng
LECUYER	ˈLĔ-kī-ur
LECY	ˈLĒ-sē
LED	ˈLĔD
LEDA	ˈLĒ-dŭ
LEDAY	ˈLĒ-dā
LEDBETTER	ˈLĔD-bur-tur
LEDDEN	ˈLĔ-dŭn
LEDDY	ˈLĔ-dē
LEDEEN	lŭ-ˈDĒN
LEDER	ˈLĔ-dur
LEDERER	ˈLĔ-dur-ur
LEDERLE	ˈLĔ-dur-lē
LEDERMAN	ˈLĒ-dur-mŭn
LEDESMA	lĕ-ˈDĔ-smŭ
LEDET	ˈLĔ-dĭt
LEDEZMA	lā-ˈDĀZ-mŭ
LEDFORD	ˈLĔD-furd
LEDGE	ˈLĔJ
LEDGER	ˈLĔ-jur
LEDGERS	ˈLĔ-jurz
LEDGERWOOD	ˈLĔ-jur-WO͝OD
LEDGES	ˈLĔ-jĭz
LEDIN	ˈLĔ-dĭn
LEDLOW	ˈLĔD-ˈLŌ
LEDO	ˈLĀ-dō
LEDONNE	ˈLĔ-dŭn
LEDOUX	lĭ-ˈDO͞O
LEDVINA	lĕd-ˈVĒ-nŭ
LEDWELL	ˈLĔD-ˈWĔL
LEDWITH	ˈLĔD-ˈWĬTH
LEDYARD	ˈLĔD-yurd
LEE	ˈLĒ
LEE'S	ˈLĒZ
LEEB	ˈLĒB
LEECE	ˈLĒS
LEECH	ˈLĒCH
LEECHES	ˈLĒ-chĭz
LEECO	ˈLĒ-kō
LEED	ˈLĒD
LEEDER	ˈLĒ-dur
LEEDHAM	ˈLĒD-hŭm
LEEDOM	ˈLĒ-dŭm
LEEDS	ˈLĒDZ
LEEDS'S	ˈLĒD-zĭz
LEEDY	ˈLĒ-dē
LEEK	ˈLĒK
LEEKS	ˈLĒKS
LEEMAN	ˈLĒ-mŭn
LEEMING	ˈLĒ-mĭng
LEEMON	ˈLĒ-mŭn
LEEN	ˈLĒN
LEENA	ˈLĒ-nŭ
LEEP	ˈLĒP
LEEPER	ˈLĒ-pur
LEERY	ˈLĬ-rē
LEES	ˈLĒZ
LEESBURG	ˈLĒZ-burg
LEESE	ˈLĒS
LEESER	ˈLĒ-sur
LEESON	ˈLĒ-sŭn
LEESON'S	ˈLĒ-sŭnz
LEET	ˈLĒT
LEETCH	ˈLĒCH
LEETE	ˈLĒT
LEETH	ˈLĒTH
LEEUWEN	ˈLO͞O-ŭn
LEEUWEN(1)	ˈLYO͞O-ŭn
LEEVER	ˈLĒ-vur
LEEWARD	ˈLĒ-wurd
LEEWAY	ˈLĒ-WĀ
LEFAUVE	lŭ-ˈFŎV
LEFAVE	lĭ-ˈFĀV
LEFCOURT	ˈLĔF-KŎRT
LEFEBER	lŭ-ˈFĀ-bur
LEFEBRE	lŭ-ˈFĀ-bur
LEFEBURE	ˈLĔ-fĭ-byo͞or
LEFEBVRE	lŭ-ˈFĀ-bur
LEFEVER	lŭ-ˈFĀ-vur
LEFEVERS	lŭ-ˈFĀ-vurz
LEFEVRE	lŭ-ˈFĀ-vur
LEFF	ˈLĔF
LEFF'S	ˈLĔFS
LEFFEL	ˈLĔ-fŭl
LEFFERT	ˈLĔ-furt
LEFFERTS	ˈLĔ-furts
LEFFEW	ˈLĔ-fyo͞o
LEFFINGWELL	ˈLĔ-fĭngg-wĕl
LEFFLER	ˈLĔ-flur
LEFKOWITZ	ˈLĔF-kŭ-wĭts
LEFLER	ˈLĔ-flur
LEFLEUR	lĭ-ˈFLUR
LEFLORE	ˈLĔ-flur
LEFORT	ˈLĔ-furt
LEFRAK	ˈLĔ-frăk
LEFRANCOIS	ˈLĔ-frŭn-kwŏ
LEFRERE	lŭ-ˈFRĔR
LEFT	ˈLĔFT
LEFT'S	ˈLĔFTS
LEFT-BRACE	LĔFT-ˈBRĀS
LEFT-HAND	LĔF-ˈTHĂND
LEFT-HANDED	LĔF-ˈTHĂN-dĭd
LEFT-WINGER	LĔF-ˈTWĬ-ngur
LEFT-WINGERS	LĔF-ˈTWĬ-ngurz
LEFTHAND	LĔF-ˈTHĂND
LEFTHANDED	LĔF-ˈTHĂN-dĭd
LEFTIES	ˈLĔF-tēz
LEFTISM	ˈLĔF-TĬ-zŭm
LEFTIST	ˈLĔF-tĭst
LEFTISTS	ˈLĔF-tĭsts
LEFTON	ˈLĔF-tŭn
LEFTOVER	ˈLĔF-TŌ-vur
LEFTOVERS	ˈLĔF-TŌ-vurz
LEFTRIDGE	ˈLĔF-TRĬJ
LEFTWARD	ˈLĔF-twurd
LEFTWICH	ˈLĔF-twĭk
LEFTWING	ˈLĔF-TWĬNG
LEFTWINGER	ˈLĔF-TWĬ-ngur
LEFTWINGERS	ˈLĔF-TWĬ-ngurz
LEFTY	ˈLĔF-tē
LEG	ˈLĔG
LEG'S	ˈLĔGZ
LEGACIES	ˈLĔ-gŭ-sēz
LEGACY	ˈLĔ-gŭ-sē
LEGAL	ˈLĒ-gŭl
LEGALESE	ˈLĔ-gŭ-LĒS
LEGALISM	ˈLĒ-gŭ-LĬ-zŭm
LEGALISTIC	LĔ-gŭ-ˈLĬ-stĭk
LEGALITIES	lē-ˈGĂ-lĭ-tēz
LEGALITIES(1)	lĭ-ˈGĂ-lĭ-tēz
LEGALITY	lē-ˈGĂ-lŭ-tē
LEGALIZATION	LĒ-gŭ-lŭ-ˈZĀ-shŭn
LEGALIZE	ˈLĒ-gŭ-LĪZ
LEGALIZED	ˈLĒ-gŭ-LĪZD
LEGALIZING	ˈLĒ-gŭ-LĪ-zĭng
LEGALLY	ˈLĒ-gŭ-lē
LEGALS	ˈLĒ-gŭlz
LEGAN	ˈLĔ-gŭn
LEGARE	lĕ-ˈGŎ-rē
LEGASPI	lĕ-ˈGŎ-spē
LEGATE	ˈLĔ-gŭt
LEGATES	ˈLĔ-gŭts
LEGATO	lŭ-ˈGŎ-TŌ
LEGAULT	lĭ-ˈGŌ
LEGE	ˈLĒJ
LEGEND	ˈLĔ-jŭnd
LEGENDARY	ˈLĔ-jŭn-DĔ-rē
LEGENDRE	ˈLĔ-gĭn-drā
LEGENDS	ˈLĔ-jŭndz
LEGENT	ˈLĔ-jŭnt
LEGENT'S	ˈLĔ-jŭnts
LEGER	ˈLĔ-jur
LEGERDEMAIN	LĔ-jur-dŭ-ˈMĀN
LEGERE	ˈLĔ-gur
LEGET	ˈLĔ-gĭt
LEGETTE	lĭ-ˈZHĔT
LEGG	ˈLĔG
LEGGE	ˈLĔG
LEGGED	ˈLĔ-gŭd
LEGGED(1)	ˈLĔGD
LEGGETT	ˈLĔ-gĭt
LEGGETTE	ˈLĔ-ˈGĔT
LEGGING	ˈLĔ-gĭng
LEGGINGS	ˈLĔ-gĭngz
LEGGIO	ˈLĔ-jē-ō
LEGGITT	ˈLĔ-gĭt
LEGGY	ˈLĔ-gē
LEGHORN	ˈLĔG-hŏrn
LEGHORNS	ˈLĔG-hŏrnz
LEGIBILITY	LĔ-jŭ-ˈBĬ-lŭ-tē
LEGIBLE	ˈLĔ-jŭ-bŭl
LEGION	ˈLĒ-jŭn
LEGIONARIES	ˈLĒ-jŭ-NĔ-rēz
LEGIONNAIRE	ˈLĒ-jŭ-NĔR
LEGIONNAIRE'S	ˈLĒ-jŭ-NĔRZ
LEGIONNAIRES	ˈLĒ-jŭ-NĔRZ
LEGIONS	ˈLĒ-jŭnz
LEGISLATE	ˈLĔ-jĭ-SLĀT
LEGISLATED	ˈLĔ-jŭ-SLĀ-tŭd
LEGISLATES	ˈLĔ-jĭ-SLĀTS
LEGISLATING	ˈLĔ-jĭ-SLĀ-tĭng
LEGISLATION	LĔ-jŭ-ˈSLĀ-shŭn
LEGISLATION'S	LĔ-jŭ-ˈSLĀ-shŭnz
LEGISLATIVE	ˈLĔ-jŭ-SLĀ-tĭv
LEGISLATIVELY	ˈLĔ-jĭ-SLĀ-tĭv-lē
LEGISLATOR	ˈLĔ-jŭ-SLĀ-tur
LEGISLATORS	ˈLĔ-jŭ-SLĀ-turz
LEGISLATORS'	ˈLĔ-jĭ-SLĀ-turz
LEGISLATURE	ˈLĔ-jŭ-SLĀ-chur
LEGISLATURE'S	ˈLĔ-jŭ-SLĀ-churz
LEGISLATURES	ˈLĔ-jĭ-SLĀ-churz
LEGIT	ˈLĔ-jĭt
LEGIT(1)	lŭ-ˈJĬT
LEGITIMACY	lŭ-ˈJĬ-tŭ-mŭ-sē
LEGITIMACY(1)	lĭ-ˈJĬ-tŭ-mŭ-sē
LEGITIMATE	lŭ-ˈJĬ-tŭ-mŭt
LEGITIMATELY	lŭ-ˈJĬ-tŭ-mŭt-lē
LEGITIMIZE	lŭ-ˈJĬ-tŭ-MĪZ
LEGITIMIZE(1)	lĭ-ˈJĬ-tŭ-MĪZ
LEGITIMIZED	lĭ-ˈJĬ-tŭ-MĪZD
LEGITIMIZES	lĭ-ˈJĬ-tŭ-MĪ-zĭz
LEGITIMIZING	lĭ-ˈJĬ-tŭ-MĪ-zĭng
LEGLER	ˈLĔ-glur
LEGLESS	ˈLĔ-glŭs
LEGNER	ˈLĔG-nur
LEGO	ˈLĔ-gō
LEGORE	ˈLĔ-GŎR
LEGRAND	ˈLĔ-grănd
LEGRANDE	ˈLĔ-grănd
LEGREE	lĭ-ˈGRĒ
LEGROOM	lŭ-ˈGRO͞OM
LEGROS	ˈLĔ-grōz
LEGS	ˈLĔGZ
LEGUME	ˈLĔG-YO͞OM
LEGUMES	ˈLĔG-YO͞OMZ
LEGWORK	ˈLĔG-WURK
LEH	ˈLĔ
LEHAN	ˈLĒ-hăn
LEHANE	lŭ-ˈHĀN
LEHDER	ˈLĔ-dur
LEHDER'S	ˈLĔ-durz
LEHENBAUER	ˈLĀ-ŭn-bow-ur
LEHEW	ˈLĀ-hyo͞o
LEHIGH	ˈLĒ-HĪ
LEHL	ˈLĔL
LEHMAN	ˈLĒ-mŭn
LEHMAN'S	ˈLĒ-mŭnz
LEHMANN	ˈLĀ-mŭn
LEHMER	ˈLĔ-mur
LEHMKUHL	ˈLĔM-kŭl
LEHN	ˈLĔN
LEHNE	ˈLĔN
LEHNEN	ˈLĔ-nŭn
LEHNER	ˈLĔ-nur
LEHNERT	ˈLĔ-nurt
LEHNHOFF	ˈLĔN-hŏf
LEHR	ˈLĔR
LEHRER	ˈLĔ-rur
LEHRKE	ˈLĔRK
LEHRMAN	ˈLĔR-mŭn
LEHRMANN	ˈLĔR-mŭn
LEHTINEN	ˈLĔ-tĭ-nŭn
LEHTONEN	lĭ-ˈTŎ-nŭn
LEI	ˈLĀ
LEIA	ˈLĀ-ŏ
LEIB	ˈLĒB
LEIBEL	ˈLĪ-bŭl
LEIBENSPERGER	ˈLĪ-bĭn-spur-gur
LEIBER	ˈLĒ-bur
LEIBERT	ˈLĪ-burt
LEIBFRIED	ˈLĪB-fur-ēd
LEIBLER	ˈLĒ-blur
LEIBMAN	ˈLĒB-mŭn
LEIBNIZ	ˈLĒB-nĭz
LEIBOLD	ˈLĪ-BŌLD
LEIBOVIT	ˈLĒ-bŭ-vĭt
LEIBOVITZ	ˈLĒ-bŭ-vĭts
LEIBOWITZ	ˈLĒ-bō-ĭts
LEIBRAND	ˈLĪ-BRĂND
LEIBRAND(1)	ˈLĒ-BRĂND
LEIBRAND'S	ˈLĪ-BRĂNDZ
LEIBRAND'S(1)	ˈLĒ-BRĂNDZ
LEIBROCK	ˈLĪ-brŭk
LEIBY	ˈLĒ-bē
LEICESTER	ˈLĔ-stur
LEICHLITER	ˈLĪ-klē-tur
LEICHNER	ˈLĪK-nur
LEICHT	ˈLĪKT
LEICHTER	ˈLĪK-tur
LEICHTMAN	ˈLĪKT-mŭn
LEICHTY	ˈLĪK-tē
LEICK	ˈLĒK
LEIDER	ˈLĪ-dur
LEIDERMAN	ˈLĪ-dur-mŭn
LEIDERMAN'S	ˈLĪ-dur-mŭnz
LEIDIG	ˈLĪ-dĭg
LEIDNER	ˈLĪD-nur
LEIDY	ˈLĒ-dē
LEIER	ˈLĪ-ur
LEIF	ˈLĒF
LEIFER	ˈLĪ-fur
LEIFESTE	ˈLĪ-fĭst
LEIFHEIT	ˈLĪF-hīt
LEIGH	ˈLĒ
LEIGHT	ˈLĀT
LEIGHTON	ˈLĀ-tŭn
LEIGHTY	ˈLĀ-tē
LEIJA	ˈLĒ-yŭ
LEIKAM	ˈLĪ-kŭm
LEIKEN	ˈLĪ-kŭn
LEIKER	ˈLĪ-kur
LEILA	ˈLĒ-lŭ
LEILANI	lŭ-ˈLŎ-nē
LEILIA	ˈLĒ-lē-ŭ
LEIMAN	ˈLĪ-mŭn
LEIMBACH	ˈLĪM-BŎK
LEIMER	ˈLĪ-mur
LEIMERT	ˈLĒ-murt
LEIMERT(1)	ˈLĪ-murt
LEIN	ˈLĒN
LEINART	ˈLĪ-nŏrt
LEINBACH	ˈLĪN-BŎK
LEINBERGER	ˈLĪN-bur-gur
LEINDECKER	ˈLĪN-dĭ-kur
LEINEN	ˈLĪ-nŭn
LEINER	ˈLĪ-nur
LEINGANG	ˈLĪNG-gŭng
LEININGER	ˈLĪ-nĭ-ngur
LEINO	lā-ˈĒ-nō
LEINONEN	ˈLĪ-nŭ-nŭn
LEINS	ˈLĒNZ
LEINSDORF	ˈLĪNZ-DŎRF
LEINWEBER	ˈLĪN-wĭ-bur
LEIPER	ˈLĒ-pur
LEIPHART	ˈLĪP-hŏrt
LEIPOLD	ˈLĪ-pōld
LEIPZIG	ˈLĪP-sĭg
LEIS	ˈLĀZ
LEISCHNER	ˈLĪSH-nur
LEISE	ˈLĒS
LEISENRING	ˈLĪ-sĭn-rĭng
LEISER	ˈLĪ-sur
LEISEY	ˈLĒ-sē
LEISHMAN	ˈLĒSH-mŭn
